web-scraper-order,web-scraper-start-url,profile,profile-href,brand,model,price,stars,t2size,t2width,arch,weight,comfort,style,comment
1588907981-11846,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gt-2000-8-black-black/product/9300940/color/183092,ASICS,GT-2000 8,$119.95 ,4Rated 4 stars out of 5,75%,69%,65%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588907906-11383,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/brooks-adrenaline-gts-20-black-grey/product/9221992/color/139,Brooks,Adrenaline GTS 20,$129.95 ,4Rated 4 stars out of 5,84%,90%,66%,Weight: 10 oz,,,"I’ve worn adrenaline for years but in the past 5 years the sizing and cushioning has been all over the place. I wear women’s size 10.5 or 11 but have needed to move to men’s sizing for more room in the toe box. This version of adrenaline is not good, the toe box is narrow and there is no cushion. Last year I changed to ghost 11 womens 10.5 which was super comfortable but mid year the fit was changed to more narrow. This seems to be the trend with Brooks. The wide sizes, which are limited, are just too big in the heel and instep. I don’t understand who the running  shoe companies are targeting with all the narrow shoes on the market. Back to New Balance."
1588907328-8181,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fresh-foam-roav-fusion-black-steel-textile/product/9279508/color/830525,New Balance,Fresh Foam Roav Fusion,$66.50 ,3Rated 3 stars out of 5,67%,67%,67%,Weight: 11.5 oz,5Rated 5 stars out of 5,,
1588907244-7818,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fresh-foam-beacon-v2-pigment-bayside/product/9221132/color/809629,New Balance,Fresh Foam Beacon v2,$119.95 ,4Rated 4 stars out of 5,91%,82%,82%,Weight: 9 oz,1Rated 1 stars out of 5,,
1588907725-10353,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-nimbus-22-white-electric-blue/product/9315741/color/107025,ASICS,GEL-Nimbus® 22,$149.95 ,4Rated 4 stars out of 5,90%,85%,85%,Heel Height: 2 in,,,"This is the best fitting ASICS shoe in several years.  The true was true to size and is comfortable.  The toe box is roomier.  Although pricey, I recommend this shoe."
1588906145-3806,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/hoka-one-one-gaviota-2-rio-red-dark-slate/product/9140338/color/813659,Hoka One One,Gaviota 2,$149.95 ,4Rated 4 stars out of 5,78%,83%,77%,Heel Height: 1 1?2 in,,5Rated 5 stars out of 5,
1588907123-7357,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/on-cloudswift-rock-slate/product/9142212/color/783169,On,Cloudswift,$149.99 ,5Rated 5 stars out of 5,85%,91%,69%,Weight: 11 oz,,,This is my second pair of OC shoes. The fit is true to size and extremely comfortable. I get repeated positive comments about the style and appearance. They are the most comfortable shoes you will ever own!
1588906242-4195,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-legend-react-2-black-white-cool-grey-metallic-cool-grey/product/9222117/color/810299,Nike,Legend React 2,$100.00 ,5Rated 5 stars out of 5,100%,100%,50%,Weight: 11 oz,,,My son loves them.
1588907727-10365,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-quantum-360-5-peacoat-peacoat/product/9216119/color/243898,ASICS,GEL-Quantum® 360 5,$119.95 ,4Rated 4 stars out of 5,57%,78%,100%,Weight: 14 oz,,,"This is a preliminary review having just put them on once.  Very comfortable shoe, appears to be well made.  I need extra arch support so I remove the insert provided and add a more robust insert I get at a specialty shoe store.  Fit is still fine, just gives me a little extra support that I need.  I've worn ASICS for over 35 years (I'm an old guy) and have never had a bad pair.  I used to run, but bad knees have made me into a walker, and even though these shoes are supposed to be runners shoes, they are extremely comfortable for walking."
1588907131-7408,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/hoka-one-one-bondi-6-galaxy-blue-anthracite/product/9052010/color/813653,Hoka One One,Bondi 6,$149.95 ,4Rated 4 stars out of 5,82%,85%,72%,Weight: 13 oz,,5Rated 5 stars out of 5,
1588907787-10679,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gel-nimbus-22-tuna-blue-pure-silver/product/9315741/color/840596,ASICS,GEL-Nimbus® 22,$149.95 ,4Rated 4 stars out of 5,90%,85%,85%,Heel Height: 2 in,5Rated 5 stars out of 5,,
1588907434-8787,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-renew-ride-black-white-ghost-green-light-smoke-grey/product/9312399/color/839217,Nike,Renew Ride,$57.19 ,4Rated 4 stars out of 5,100%,75%,100%,Weight: 8.4 oz,,,Fit was good but I did not like the style.
1588906319-4533,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-energyfalcon-grey-six-glory-blue-core-black/product/9221125/color/840134,adidas Running,Energyfalcon,$70.00 ,4Rated 4 stars out of 5,50%,83%,73%,Weight: 15 oz,5Rated 5 stars out of 5,,
1588907061-7036,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/under-armour-ua-charged-assert-8-pitch-gray-white-hushed-blue/product/9184515/color/840523,Under Armour,UA Charged Assert 8,$70.00 ,5Rated 5 stars out of 5,67%,94%,72%,Weight: 11 oz,,,"My husband is a solid  12 in most shoes but he takes a size 13 in Under Armour. He is 6'5"" and looks really nice in these shoes. He says they feel great! His last pair of UA shoes he wore to death so now that I know his correct size I can order new shoes  whenever I see he needs them!"
1588906866-6446,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/saucony-versafoam-inferno-light-tan-brown/product/9161118/color/478991,Saucony,Versafoam Inferno,$59.99 ,4Rated 4 stars out of 5,100%,100%,83%,Weight: 9 oz,,,"Fit and size were perfect! Shoe has a high-quality feel to it, and power-walking in them is absolutely divine after walking in a shoe with no arch support and a tread that was falling apart after just a few months."
1588906041-3335,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/saucony-freedom-iso-horizon-quake/product/9060008/color/819793,Saucony,Freedom ISO²,$160.00 ,4Rated 4 stars out of 5,71%,71%,83%,Weight: 11 oz,,,"Incredibly light and comfortable. Feels like wearing slippers. Over support is good, but as I am flat footed and I do feel like the support is a little less than what I hoped at the end of the day.  That is my issue, not the product."
1588907925-11490,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gel-kayano-26-black-electric-blue/product/9214830/color/107018,ASICS,GEL-Kayano® 26,$119.95 ,4Rated 4 stars out of 5,79%,86%,70%,Weight: 13 oz,5Rated 5 stars out of 5,,
1588907376-8453,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/new-balance-680v6-pigment-rgb-green/product/9152149/color/788648,New Balance,680v6,$69.99 ,4Rated 4 stars out of 5,83%,77%,78%,Weight: 11 oz,5Rated 5 stars out of 5,,
1588906221-4084,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-quest-2-photon-dust-dark-smoke-grey-smoke-grey/product/9222154/color/839234,Nike,Quest 2,$75.00 ,5Rated 5 stars out of 5,88%,100%,94%,Weight: 8.1 oz,,5Rated 5 stars out of 5,
1588906862-6423,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/under-armour-ua-charged-assert-8-black-white-versa-red/product/9184515/color/840519,Under Armour,UA Charged Assert 8,$70.00 ,5Rated 5 stars out of 5,67%,94%,72%,Weight: 11 oz,,,"My husband is a solid  12 in most shoes but he takes a size 13 in Under Armour. He is 6'5"" and looks really nice in these shoes. He says they feel great! His last pair of UA shoes he wore to death so now that I know his correct size I can order new shoes  whenever I see he needs them!"
1588906053-3388,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/hoka-one-one-hupana-2-black-blackened-pearl/product/8912829/color/716940,Hoka One One,Hupana 2,$114.95 ,4Rated 4 stars out of 5,71%,54%,80%,Weight: 11 oz,2Rated 2 stars out of 5,,
1588906157-3854,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-react-infinity-run-fk-black-white-dark-grey/product/9440675/color/153430,Nike,React Infinity Run FK,$160.00 ,5Rated 5 stars out of 5,null,null,null,Weight: 10.27 oz,,,"I typically wear size 11 including my orthotics. These size 11s crunched my feet. I returned them and ordered them in 11.5 next to hopefully get a better fit. I did like the material and the design (5-stars), but they definitely fit too snug for size 11 (3-stars). To save time, I’d suggest ordering them in 2-3 sizes and decide which works, then return the others."
1588907638-9880,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-dyad-10-grey-black-tan/product/9046342/color/454191,Brooks,Dyad 10,$89.97 ,4Rated 4 stars out of 5,85%,69%,69%,Weight: 14 oz,5Rated 5 stars out of 5,,
1588907428-8756,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-legend-react-2-black-black-university-red-white/product/9222117/color/370299,Nike,Legend React 2,$100.00 ,5Rated 5 stars out of 5,100%,100%,50%,Weight: 11 oz,,5Rated 5 stars out of 5,
1588906648-5618,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/altra-footwear-viho-gray-white/product/9330820/color/395,Altra Footwear,Viho,$99.95 ,4Rated 4 stars out of 5,100%,67%,83%,Weight: 10 oz,,,"They are more narrow than I’m used to from Altras, but still very comfortable. Been on a few walks with them and a couple hikes with my son in a pack and I love them. Also they’re the best looking Altras I’ve owned, but still could stand to get rid of some of the marketing words off the sides of the shoe."
1588907546-9409,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/brooks-launch-7-blue-fog-poseidon-grey/product/9305432/color/836859,Brooks,Launch 7,$100.00 ,4Rated 4 stars out of 5,67%,100%,67%,Weight: 1 lb 6 oz,,,wanted to love these.  Have an older version of Brooks Boston marathon Launch that i love but need replacing.  The first turn off was the the iridescent sole that flirts with the pink/purple.  Maybe works for the women's show but not this guy.  Materials also seem inferior on this version too.  I know it's designed to be light weight but there wasn't much support or love in this one.  Sending back.
1588907200-7607,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-1540v3-grey-black/product/9221130/color/408,New Balance,1540v3,$174.99 ,4Rated 4 stars out of 5,79%,88%,65%,Weight: 1 lb 2 oz,,,"My husband loves these shoes! He has horrible foot issues--incredibly wide, flat and one ankle that is significantly bigger than the other--so finding shoes that fit has been a real struggle. The width and size is right on these and the support is pretty good, although we did add a different (more firm) insole. He didn't like them much when he first got a pair because he felt they pitched him forward, however, once he got used to the different feel of them, he is a big fan. I have to say to those looking for men's shoes that aren't orthopedic looking  but fit wide, flat feet, good luck! The battle is real!"
1588907244-7816,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fresh-foam-beacon-v2-pigment-bayside/product/9221132/color/809629,New Balance,Fresh Foam Beacon v2,$119.95 ,4Rated 4 stars out of 5,91%,82%,82%,Weight: 9 oz,5Rated 5 stars out of 5,,
1588907507-9172,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-revolution-5-white-metallic-silver-midnight-navy/product/9266704/color/119613,Nike,Revolution 5,$65.00 ,4Rated 4 stars out of 5,86%,93%,57%,Weight: 11.4 oz,,,"I would consider these running style shoes, not real runners. They lack cushion and spring. They’re at least a half size smaller than most other shoes I’ve worn. They look nice, though."
1588907731-10392,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-nimbus-22-safety-yellow-black/product/9315741/color/429187,ASICS,GEL-Nimbus® 22,$149.95 ,4Rated 4 stars out of 5,90%,85%,85%,Heel Height: 2 in,,,"ASICS Nailed it this year with the Gel Nimbus 22.  Been a customer since the 17 edition.  the 17 and 18's spoiled me - then I learned each year to  wait to see if they nailed it.  A few years recently were off - the 19's perfect- the 20's ran short, the 21's didn't seem to have the support and cushion of previous versions but the 22 is the best ever.  Got the toe box right - support excellent and the cushion outstanding!  I'll hedge ahead with these by ordering a few extra pairs in case the 23's are off!"
1588906072-3488,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/hoka-one-one-hupana-em-black-white/product/9140324/color/151,Hoka One One,Hupana EM,$114.95 ,5Rated 5 stars out of 5,90%,88%,78%,Weight: 9 oz,,5Rated 5 stars out of 5,
1588906767-6191,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/hoka-one-one-clifton-6-lead-lunar-rock/product/9229076/color/842497,Hoka One One,Clifton 6,$129.95 ,4Rated 4 stars out of 5,84%,89%,75%,Weight: 9 oz,5Rated 5 stars out of 5,,
1588907981-11852,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gt-2000-8-black-black/product/9300940/color/183092,ASICS,GT-2000 8,$119.95 ,4Rated 4 stars out of 5,75%,69%,65%,Weight: 10 oz,,1Rated 1 stars out of 5,
1588906702-5834,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/mizuno-wave-inspire-16-black/product/9309639/color/3,Mizuno,Wave Inspire 16,$135.00 ,5Rated 5 stars out of 5,100%,100%,100%,Heel Height: 1 3?10 in,5Rated 5 stars out of 5,,
1588907453-8886,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-renew-ride-black-grey-fog-volt-white/product/9312399/color/855987,Nike,Renew Ride,$61.31 ,4Rated 4 stars out of 5,100%,75%,100%,Weight: 8.4 oz,,2Rated 2 stars out of 5,
1588906223-4093,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-downshifter-9-black-black-anthracite/product/9191891/color/138848,Nike,Downshifter 9,$45.00 ,4Rated 4 stars out of 5,83%,82%,77%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588907389-8527,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/new-balance-890v7-dark-agave-orca/product/9191218/color/801390,New Balance,890V7,$119.95 ,4Rated 4 stars out of 5,69%,62%,71%,Weight: 6.4 oz,5Rated 5 stars out of 5,,
1588907962-11737,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gt-2000-8-orange-pop-metropolis/product/9300940/color/840654,ASICS,GT-2000 8,$119.95 ,4Rated 4 stars out of 5,75%,69%,65%,Weight: 10 oz,,,"These are the best in the GT series for a long time. Fits me much better than the gt 2007 which was too snug. More toe box room which is a plus. Over all feel is very smooth on transition, not stiff and flat like the 2007. Have been running for 50 plus years and know what works for me as a low arch mild pronater. Sizing is consistent with half size up from street shoes."
1588907169-7480,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/hoka-one-one-gaviota-2-moonlit-ocean-aegean-blue/product/9140338/color/813658,Hoka One One,Gaviota 2,$149.95 ,4Rated 4 stars out of 5,78%,83%,77%,Heel Height: 1 1?2 in,,4Rated 4 stars out of 5,
1588907399-8603,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/new-balance-fresh-foam-roav-tee-shirt-natural-indigo-light-aluminum/product/9335026/color/840642,New Balance,Fresh Foam Roav Tee Shirt,$79.95 ,4Rated 4 stars out of 5,100%,100%,75%,Weight: 10 oz,,,Excellent fit. Super comfy. Easy to slide on.
1588907414-8690,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/new-balance-fresh-foam-roav-tee-shirt-lead-light-alluminum/product/9335026/color/849232,New Balance,Fresh Foam Roav Tee Shirt,$79.95 ,4Rated 4 stars out of 5,100%,100%,75%,Weight: 10 oz,,,"It's like pulling on a sock with excellent cushy, bouncy soles. It takes a few tries and some effort to slip the shoe on. You can't just step into the shoe from a standing position. If the tongue were support you probably could. But this shoe is comfortable once its on(not weatherproof though as top of foot is basically covered in like a cotton mesh) and its much cheaper the my usual go to purchase of 1080v8/9 which is almost 80 bucks more than this shoe. I'm sure you could run in this but at least for me it's just a nice ""stylish"" casual walking shoe."
1588906546-5358,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/vibram-fivefingers-v-run-blue-black/product/8639217/color/3691,Vibram FiveFingers,V-Run,$129.95 ,4Rated 4 stars out of 5,72%,94%,47%,Weight: 4 oz,,,"This is my 2nd pair of V-Run Vibrams - I wore the first pair out from CrossFit training 3 - 5 days a week.  The first pair lasted more than 4 years after heavy heavy use.  I used to throw them in the washing machine once a week, but more recently just let them air dry between uses.  These are the best - good support and very light.  Almost like you can't even feel them."
1588907677-10137,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-levitate-2-black-grey-ebony/product/9045793/color/749203,Brooks,Levitate 2,$89.90 ,4Rated 4 stars out of 5,89%,93%,68%,Weight: 13 oz,1Rated 1 stars out of 5,,
1588906389-4883,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-ultraboost-19-legend-earth-legend-earth-collegiate-royal/product/9452543/color/809551,adidas Running,Ultraboost 19,$162.99 ,4Rated 4 stars out of 5,76%,97%,70%,null,,5Rated 5 stars out of 5,
1588906265-4314,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-air-zoom-pegasus-36-black-metallic-summit-white-midnight-turquoise/product/9311447/color/838649,Nike,Air Zoom Pegasus 36,$89.99 ,4Rated 4 stars out of 5,83%,100%,50%,Weight: 1 lb 3.8 oz,3Rated 3 stars out of 5,,
1588907146-7429,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/saucony-redeemer-iso-2-grey-black-red/product/8900988/color/2915,Saucony,Redeemer ISO 2,$149.95 ,3Rated 3 stars out of 5,100%,67%,67%,Weight: 13 oz,5Rated 5 stars out of 5,,
1588907843-11032,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/new-balance-fresh-foam-vongo-v4-black-black-metallic/product/9221133/color/163440,New Balance,Fresh Foam Vongo v4,$139.95 ,4Rated 4 stars out of 5,80%,88%,56%,Weight: 1 lb,,2Rated 2 stars out of 5,
1588906352-4711,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-energyfalcon-core-black-core-black-footwear-white/product/9221125/color/635497,adidas Running,Energyfalcon,$55.00 ,4Rated 4 stars out of 5,50%,83%,73%,Weight: 15 oz,,,"Fit was poor, based on the site recommendation I ordered a 12 and they were huge. Subsequently tried an 11.5 and still felt like I was swimming in them. Very different fit than normal Adidas."
1588907554-9457,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/brooks-ghost-12-red-ebony-grey/product/9223532/color/851444,Brooks,Ghost 12,$129.95 ,4Rated 4 stars out of 5,86%,85%,81%,Weight: 10 oz,,4Rated 4 stars out of 5,
1588907227-7718,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/nike-renew-run-black-white-university-red/product/9307245/color/55378,Nike,Renew Run,$71.21 ,5Rated 5 stars out of 5,73%,77%,82%,Weight: 12.2 oz,4Rated 4 stars out of 5,,
1588905974-3079,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/skechers-go-run-steady-navy-lime/product/9257834/color/1850,SKECHERS,Go Run Steady,$45.99 ,5Rated 5 stars out of 5,83%,100%,100%,Weight: 12 oz,5Rated 5 stars out of 5,,
1588906515-5307,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/on-cloudsurfer-jungle-lime/product/8379585/color/811586,On,Cloudsurfer,$149.99 ,4Rated 4 stars out of 5,80%,95%,69%,Weight: 14 oz,,,Got one orange and gray shoe as well as a navy and orange shoe. Had to return ASAP for Xmas—they made a mistake!
1588906072-3491,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/hoka-one-one-hupana-em-black-white/product/9140324/color/151,Hoka One One,Hupana EM,$114.95 ,5Rated 5 stars out of 5,90%,88%,78%,Weight: 9 oz,,,"I couldn’t have made it thru a trip to Spain, with an acute pain deep inside my heal, if it weren’t for this shoe!
I highly recommend them!!"
1588907856-11113,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/nike-air-zoom-winflo-6-smoke-grey-metallic-copper-photon-dust/product/9191854/color/838654,Nike,Air Zoom Winflo 6,$67.50 ,4Rated 4 stars out of 5,86%,96%,72%,Weight: 11 oz,,5Rated 5 stars out of 5,
1588907125-7373,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/hoka-one-one-bondi-6-vapor-blue-frost-gray/product/9052010/color/782407,Hoka One One,Bondi 6,$149.95 ,4Rated 4 stars out of 5,82%,85%,72%,Weight: 13 oz,,,"Bought in March 2019, soles becoming unglued in June 2019"
1588907017-6848,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/under-armour-charged-pursuit-2-black-black-black/product/9315950/color/24150,Under Armour,Charged Pursuit 2,$70.00 ,5Rated 5 stars out of 5,100%,100%,50%,Heel Height: 1 2?5 in,,,"The fit and size was excellent.  I usually have to to get extra wide shoes but sometimes the extra wide is to wide.  This time I got D's.  They fit perfectly.  I not only can I run but I can laterally move.  And because of the supination I experience in most shoe, these shoes offer great support."
1588907488-9050,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-quest-2-black-white/product/9222154/color/151,Nike,Quest 2,$75.00 ,5Rated 5 stars out of 5,88%,100%,94%,Weight: 8.1 oz,,4Rated 4 stars out of 5,
1588907881-11229,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/brooks-adrenaline-gts-20-black-burnt-ochre-green/product/9221992/color/851448,Brooks,Adrenaline GTS 20,$129.95 ,4Rated 4 stars out of 5,84%,90%,66%,Weight: 10 oz,,4Rated 4 stars out of 5,
1588907791-10701,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gel-excitee-7-sheet-rock-directoire-blue/product/9314771/color/807678,ASICS,GEL-Excite™ 7,$59.94 ,5Rated 5 stars out of 5,88%,100%,76%,Weight: 10 oz,5Rated 5 stars out of 5,,
